ProductName,Brand,Price,DiscountPrice,Image_Url,Quantity,Category,SubCategory,Absolute_Url
"Pista - California, Roasted & Salted",BB Popular,200.00,133.00,https://www.bigbasket.com/media/uploads/p/l/40019557_5-bb-popular-pista-california-roasted-salted.jpg,100 g,"Foodgrains, Oil & Masala",Other Dry Fruits,https://www.bigbasket.com/pd/40019557/bb-popular-pista-california-roasted-salted-100-g-pouch/
"Pista - California, Roasted & Salted",BB Popular,400.00,263.00,https://www.bigbasket.com/media/uploads/p/l/40178359_6-bb-popular-pista-california-roasted-salted.jpg,200 g,"Foodgrains, Oil & Masala",Other Dry Fruits,https://www.bigbasket.com/pd/40178359/bb-popular-pista-california-roasted-salted-200-g/
Hair Therapy Daily Shine Conditioner - with Nutritive Serum,Dove,90.00,90.00,https://www.bigbasket.com/media/uploads/p/l/266690_6-dove-daily-shine-hair-conditioner-with-nutritive-serum-for-smooth-shiny-hair.jpg,80 ml,Beauty & Hygiene,Shampoo & Conditioner,https://www.bigbasket.com/pd/266690/dove-daily-shine-hair-conditioner-with-nutritive-serum-for-smooth-shiny-hair-80-ml/
Nutritive Solutions Daily Shine Conditioner - For Dull & Frizzy Hair,Dove,210.00,157.00,https://www.bigbasket.com/media/uploads/p/l/262972_8-dove-daily-shine-hair-conditioner-with-nutritive-serum-for-smooth-shiny-hair.jpg,175 ml,Beauty & Hygiene,Shampoo & Conditioner,https://www.bigbasket.com/pd/262972/dove-daily-shine-hair-conditioner-with-nutritive-serum-for-smooth-shiny-hair-175-ml/
Nutritive Solutions Daily Shine Conditioner - For Dull & Frizzy Hair,Dove,368.00,255.00,https://www.bigbasket.com/media/uploads/p/l/40198199_2-dove-daily-shine-hair-conditioner-with-nutritive-serum-for-smooth-shiny-hair.jpg,335 ml,Beauty & Hygiene,Shampoo & Conditioner,https://www.bigbasket.com/pd/40198199/dove-daily-shine-hair-conditioner-with-nutritive-serum-for-smooth-shiny-hair-335-ml/
Chicken - Soup Pieces,Fresho,207.00,149.00,https://www.bigbasket.com/media/uploads/p/l/40163311_1-fresho-chicken-soup-pieces.jpg,900 g,"Eggs, Meat & Fish",Fresh Chicken,https://www.bigbasket.com/pd/40163311/fresho-chicken-soup-pieces-900-g-pouch/
"Hair Fall Care Shampoo - Shikakai & Badam, For Strong & Healthy Hair",Meera,675.00,436.00,https://www.bigbasket.com/media/uploads/p/l/40106418_3-meera-hair-fall-care-shampoo.jpg,650 ml,Beauty & Hygiene,Shampoo & Conditioner,https://www.bigbasket.com/pd/40106418/meera-hair-fall-care-shampoo-650-ml/
Hairfall Care Shampoo - Shikakai & Badam,Meera,165.00,143.00,https://www.bigbasket.com/media/uploads/p/l/40160478_3-meera-hairfall-care-shampoo.jpg,180 ml,Beauty & Hygiene,Shampoo & Conditioner,https://www.bigbasket.com/pd/40160478/meera-hairfall-care-shampoo-180-ml/
Chana Dal,Super Saver,140.00,91.00,https://www.bigbasket.com/media/uploads/p/l/40159884_2-super-saver-chana-dal.jpg,1 kg,"Foodgrains, Oil & Masala","Toor, Channa & Moong Dal",https://www.bigbasket.com/pd/40159884/super-saver-chana-dal-1-kg/
Chana Dal,Super Saver,280.00,178.00,https://www.bigbasket.com/media/uploads/p/l/40159885_2-super-saver-chana-dal.jpg,2 kg,"Foodgrains, Oil & Masala","Toor, Channa & Moong Dal",https://www.bigbasket.com/pd/40159885/super-saver-chana-dal-2-kg/
Chana Dal,Super Saver,70.00,47.00,https://www.bigbasket.com/media/uploads/p/l/40159886_2-super-saver-chana-dal.jpg,500 g,"Foodgrains, Oil & Masala","Toor, Channa & Moong Dal",https://www.bigbasket.com/pd/40159886/super-saver-chana-dal-500-g/
Til/Ellu - White,BB Royal,100.00,60.00,https://www.bigbasket.com/media/uploads/p/l/40053914_8-bb-royal-til-white.jpg,200 g,"Foodgrains, Oil & Masala",Whole Spices,https://www.bigbasket.com/pd/40053914/bb-royal-til-white-200-g/
Gingelly/Sesame Cooking Oil,BB Royal Organic,450.00,310.00,https://www.bigbasket.com/media/uploads/p/l/40181477_7-bb-royal-organic-cold-pressed-sesame-gingelly-cooking-oil.jpg,1 L,"Foodgrains, Oil & Masala","Organic Edible Oil, Ghee",https://www.bigbasket.com/pd/40181477/bb-royal-organic-cold-pressed-sesame-gingelly-cooking-oil-1-l-spout-pack/
"Sesame/Gingelly Cooking Oil - Organic Cold Pressed, For Stir Fry Recipes, Salad Dressing",BB Royal Organic,900.00,620.00,https://www.bigbasket.com/media/uploads/p/l/1213837_1-bb-royal-organic-cold-pressed-sesame-gingelly-cooking-oil.jpg,2 x 1 L,"Foodgrains, Oil & Masala","Organic Edible Oil, Ghee",https://www.bigbasket.com/pd/1213837/bb-royal-organic-cold-pressed-sesame-gingelly-cooking-oil-2-x-1-l-spout-pack/
"Sesame/Gingelly Cooking Oil - Organic Cold Pressed, For Stir Fry Recipes, Salad Dressing",BB Royal Organic,225.00,169.00,https://www.bigbasket.com/media/uploads/p/l/40244277_1-bb-royal-organic-sesamegingelly-cooking-oil-organic-cold-pressed-for-stir-fry-recipes-salad-dressing.jpg,500 ml,"Foodgrains, Oil & Masala","Organic Edible Oil, Ghee",https://www.bigbasket.com/pd/40244277/bb-royal-organic-sesamegingelly-cooking-oil-organic-cold-pressed-for-stir-fry-recipes-salad-dressing-500-ml-spout-pack/
Quinoa Puffs - Spicy Garlic,GoodDiet,19.00,17.00,https://www.bigbasket.com/media/uploads/p/l/40167619_6-gooddiet-quinoa-puffs-spicy-garlic.jpg,30 g,Gourmet & World Food,"Healthy, Baked Snacks",https://www.bigbasket.com/pd/40167619/gooddiet-quinoa-puffs-spicy-garlic-30-g/
Quinoa Puffs - Spicy Garlic,GoodDiet,95.00,61.92,https://www.bigbasket.com/media/uploads/p/l/1208397_5-gooddiet-quinoa-puffs-spicy-garlic.jpg,5x30 g,Gourmet & World Food,"Healthy, Baked Snacks",https://www.bigbasket.com/pd/1208397/gooddiet-quinoa-puffs-spicy-garlic-5x30-g/
Dark Spot Reduction Face Wash For Clean & Clear Skin With 10x Vitamin C Effect,Nivea Men,110.00,84.00,https://www.bigbasket.com/media/uploads/p/l/40008009_7-nivea-men-dark-spot-reduction-face-wash-for-clean-clear-skin-with-10x-vitamin-c-effect.jpg,50 g,Beauty & Hygiene,Face & Body,https://www.bigbasket.com/pd/40008009/nivea-men-dark-spot-reduction-face-wash-for-clean-clear-skin-with-10x-vitamin-c-effect-50-g/
Face Wash - Dark Spot Reduction,Nivea Men,450.00,269.55,https://www.bigbasket.com/media/uploads/p/l/1213571_1-nivea-men-face-wash-dark-spot-reduction.jpg,2x100 g,Beauty & Hygiene,Face & Body,https://www.bigbasket.com/pd/1213571/nivea-men-face-wash-dark-spot-reduction-2x100-g/
Dark Spot Reduction Face Wash - Clean & Clear Skin With 10x Vitamin C Effect,Nivea Men,225.00,146.00,https://www.bigbasket.com/media/uploads/p/l/40004447_12-nivea-men-dark-spot-reduction-face-wash-clean-clear-skin-with-10x-vitamin-c-effect.jpg,100 g,Beauty & Hygiene,Face & Body,https://www.bigbasket.com/pd/40004447/nivea-men-dark-spot-reduction-face-wash-clean-clear-skin-with-10x-vitamin-c-effect-100-g/
Farmlite Biscuit - Cookies Oats & Almonds,Sunfeast,65.00,51.50,https://www.bigbasket.com/media/uploads/p/l/40007921_10-sunfeast-farmlite-biscuit-cookies-oats-almonds.jpg,150 g,Snacks & Branded Foods,"Marie, Health, Digestive",https://www.bigbasket.com/pd/40007921/sunfeast-farmlite-biscuit-cookies-oats-almonds-150-g-carton/
Farmlite Biscuit - Oats & Almonds,Sunfeast,195.00,131.32,https://www.bigbasket.com/media/uploads/p/l/1202650_4-sunfeast-farmlite-biscuit-oats-almonds.jpg,3x150 g,Snacks & Branded Foods,"Marie, Health, Digestive",https://www.bigbasket.com/pd/1202650/sunfeast-farmlite-biscuit-oats-almonds-3x150-g/
Farmlite Biscuit - Oats & Almonds,Sunfeast,130.00,97.85,https://www.bigbasket.com/media/uploads/p/l/1206468_4-sunfeast-farmlite-biscuit-oats-almonds.jpg,2x150 g,Snacks & Branded Foods,"Marie, Health, Digestive",https://www.bigbasket.com/pd/1206468/sunfeast-farmlite-biscuit-oats-almonds-2x150-g/
"Mr. Magic - Powder To Liquid Germ Protection Handwash, Makes 200 ml",Godrej Protekt,15.00,15.00,https://www.bigbasket.com/media/uploads/p/l/40149067_2-godrej-protekt-mr-magic-powder-to-liquid-germ-protection-handwash-refill-makes-200-ml-of-liquid.jpg,9 g,Beauty & Hygiene,Hand Wash & Sanitizers,https://www.bigbasket.com/pd/40149067/godrej-protekt-mr-magic-powder-to-liquid-germ-protection-handwash-refill-makes-200-ml-of-liquid-9-g/
"Mr.Magic Powder to Liquid Handwash - Neem & Aloe Vera, Protection Against Germs",Godrej Protekt,60.00,45.00,https://www.bigbasket.com/media/uploads/p/l/40149069_2-godrej-protekt-mr-magic-powder-to-liquid-germ-protection-hand-wash-refill-makes-200-ml-of-liquid.jpg,9 g,Beauty & Hygiene,Hand Wash & Sanitizers,https://www.bigbasket.com/pd/40149069/godrej-protekt-mr-magic-powder-to-liquid-germ-protection-hand-wash-refill-makes-200-ml-of-liquid-9-g/
"Mr. Magic - Powder To Liquid Hand Wash With Neem & Aloe Vera, Germ Protection",Godrej Protekt,80.00,72.00,https://www.bigbasket.com/media/uploads/p/l/40149070_2-godrej-protekt-mr-magic-powder-to-liquid-hand-wash-with-neem-aloe-vera.jpg,9 g,Beauty & Hygiene,Hand Wash & Sanitizers,https://www.bigbasket.com/pd/40149070/godrej-protekt-mr-magic-powder-to-liquid-hand-wash-with-neem-aloe-vera-27-g-1-bottle-3-refills/
Organic - Idly Rice 5kg + Organic - Urad Whole (Gota) 2kg,BB Royal,869.00,624.00,https://www.bigbasket.com/media/uploads/p/l/1204986_1-bb-royal-organic-idly-rice-5kg-organic-urad-whole-gota-2kg.jpg,Combo,"Foodgrains, Oil & Masala","Organic Rice, Other Rice",https://www.bigbasket.com/pd/1204986/bb-royal-organic-idly-rice-5kg-organic-urad-whole-gota-2kg-combo/
HappyChef 100% Durum Wheat Pasta-Spaghetti 500g & Knorr Pizza-Pasta Sauce 200g,bb Combo,215.00,159.00,https://www.bigbasket.com/media/uploads/p/l/1221479_1-bb-combo-happychef-100-durum-wheat-pasta-spaghetti-500g-knorr-pizza-pasta-sauce-200g.jpg,Combo,Gourmet & World Food,Pastas & Spaghetti,https://www.bigbasket.com/pd/1221479/bb-combo-happychef-100-durum-wheat-pasta-spaghetti-500g-knorr-pizza-pasta-sauce-200g-combo/
Fruit Seeds Nuts Snacks,Fresho Signature,95.00,65.00,https://www.bigbasket.com/media/uploads/p/l/40076835_6-fresho-signature-fruit-seeds-nuts-snacks.jpg,50 g,Gourmet & World Food,Roasted Seeds & Nuts,https://www.bigbasket.com/pd/40076835/fresho-signature-fruit-seeds-nuts-snacks-50-g/
Fruit Seeds Nuts Snacks,Fresho Signature,259.00,189.00,https://www.bigbasket.com/media/uploads/p/l/40076836_6-fresho-signature-fruit-seeds-nuts-snacks.jpg,150 g,Gourmet & World Food,Roasted Seeds & Nuts,https://www.bigbasket.com/pd/40076836/fresho-signature-fruit-seeds-nuts-snacks-150-g/
Fruit Seeds Nuts Snacks,Fresho Signature,190.00,123.50,https://www.bigbasket.com/media/uploads/p/l/1201157_2-fresho-signature-fruit-seeds-nuts-snacks.jpg,2x50 g,Gourmet & World Food,Roasted Seeds & Nuts,https://www.bigbasket.com/pd/1201157/fresho-signature-fruit-seeds-nuts-snacks-2x50-g/
"Lakme Sun Expert Ultra Matte SPF 40 PA+++ Compact, 7 g",Lakme,275.00,195.25,https://www.bigbasket.com/media/uploads/p/l/40124237_4-lakme-lakme-sun-expert-ultra-matte-spf-40-pa-compact-7-g.jpg,7 g,Beauty & Hygiene,Face,https://www.bigbasket.com/pd/40124237/lakme-lakme-sun-expert-ultra-matte-spf-40-pa-compact-7-g-7-g/
Dry Fruit Mix,Fresho Signature,510.00,362.70,https://www.bigbasket.com/media/uploads/p/l/1201150_2-fresho-signature-dry-fruit-mix.jpg,6x50 g,Gourmet & World Food,Dry Fruits & Berries,https://www.bigbasket.com/pd/1201150/fresho-signature-dry-fruit-mix-6x50-g/
Dry Fruit Mix,Fresho Signature,170.00,123.50,https://www.bigbasket.com/media/uploads/p/l/1201148_3-fresho-signature-dry-fruit-mix.jpg,2x50 g,Gourmet & World Food,Dry Fruits & Berries,https://www.bigbasket.com/pd/1201148/fresho-signature-dry-fruit-mix-2x50-g/
Mixed Fruit,Fresho Signature,85.00,65.00,https://www.bigbasket.com/media/uploads/p/l/40076829_6-fresho-signature-dry-fruit-mix.jpg,50 g,Gourmet & World Food,Dry Fruits & Berries,https://www.bigbasket.com/pd/40076829/fresho-signature-dry-fruit-mix-50-g/
Mixed Fruit,Fresho Signature,195.00,149.00,https://www.bigbasket.com/media/uploads/p/l/40076830_6-fresho-signature-dry-fruit-mix.jpg,150 g,Gourmet & World Food,Dry Fruits & Berries,https://www.bigbasket.com/pd/40076830/fresho-signature-dry-fruit-mix-150-g/
Dry Fruit Mix,Fresho Signature,340.00,244.40,https://www.bigbasket.com/media/uploads/p/l/1201149_2-fresho-signature-dry-fruit-mix.jpg,4x50 g,Gourmet & World Food,Dry Fruits & Berries,https://www.bigbasket.com/pd/1201149/fresho-signature-dry-fruit-mix-4x50-g/
Instant Drink Mix - Lemon,Tang,140.00,105.00,https://www.bigbasket.com/media/uploads/p/l/277256_16-tang-instant-drink-mix-lemon.jpg,500 g,Beverages,Syrups & Concentrates,https://www.bigbasket.com/pd/277256/tang-instant-drink-mix-lemon-500-g-pouch/
Instant Drink Mix - Lemon,Tang,5.00,5.00,https://www.bigbasket.com/media/uploads/p/l/40122309_6-tang-instant-drink-mix-lemon.jpg,15.3 g,Beverages,Syrups & Concentrates,https://www.bigbasket.com/pd/40122309/tang-instant-drink-mix-lemon-153-g/
Shower Gel - Refreshing Pulse For Men With Sea Minerals,Fiama,450.00,247.51,https://www.bigbasket.com/media/uploads/p/l/1213561_1-fiama-shower-gel-refreshing-pulse-for-men-with-sea-minerals.jpg,2x250 ml,Beauty & Hygiene,Bath & Shower,https://www.bigbasket.com/pd/1213561/fiama-shower-gel-refreshing-pulse-for-men-with-sea-minerals-2x250-ml/
Shower Gel - Refreshing Pulse For Men With Sea Minerals,Fiama,225.00,146.25,https://www.bigbasket.com/media/uploads/p/l/271580_9-fiama-shower-gel-refreshing-pulse-for-men-with-sea-minerals.jpg,250 ml,Beauty & Hygiene,Bath & Shower,https://www.bigbasket.com/pd/271580/fiama-shower-gel-refreshing-pulse-for-men-with-sea-minerals-250-ml/
Basil Pesto,Wingreens Farms,250.00,183.00,https://www.bigbasket.com/media/uploads/p/l/30010737_4-wingreens-farms-basil-pesto.jpg,150 g,Gourmet & World Food,"Hummus, Cheese, Salsa Dip",https://www.bigbasket.com/pd/30010737/wingreens-farms-basil-pesto-150-g/
"Gold Temptation - Long Lasting Deodorant, Bodyspray, For Men",Axe,210.00,147.00,https://www.bigbasket.com/media/uploads/p/l/40019483_13-axe-gold-temptation-long-lasting-deodorant-bodyspray-for-men.jpg,150 ml,Beauty & Hygiene,Men's Deodorants,https://www.bigbasket.com/pd/40019483/axe-gold-temptation-long-lasting-deodorant-bodyspray-for-men-150-ml/
"Gold Temptation - Long Lasting Deodorant, Bodyspray, For Men",Axe,320.00,160.00,https://www.bigbasket.com/media/uploads/p/l/40213666_1-axe-gold-temptation-body-spray-deodorant.jpg,215 ml,Beauty & Hygiene,Men's Deodorants,https://www.bigbasket.com/pd/40213666/axe-gold-temptation-body-spray-deodorant-215-ml-can/
Gold Temptation Deodorant,Axe,630.00,315.01,https://www.bigbasket.com/media/uploads/p/l/1208883_4-axe-gold-temptation-deodorant.jpg,3x150 ml,Beauty & Hygiene,Men's Deodorants,https://www.bigbasket.com/pd/1208883/axe-gold-temptation-deodorant-3x150-ml/
"Gold Temptation Body Spray Deodorant - Exotic Spiced Fragrance, Long Lasting",Axe,640.00,288.00,https://www.bigbasket.com/media/uploads/p/l/1220349_1-axe-gold-temptation-body-spray-deodorant-exotic-spiced-fragrance-long-lasting.jpg,2x215 ml,Beauty & Hygiene,Men's Deodorants,https://www.bigbasket.com/pd/1220349/axe-gold-temptation-body-spray-deodorant-exotic-spiced-fragrance-long-lasting-2x215-ml/
Mutton Curry Cut 1kg + Chicken Drumstick 500 g,Fresho,1735.00,996.00,https://www.bigbasket.com/media/uploads/p/l/1215096_1-fresho-mutton-curry-cut-1kg-chicken-drumstick-500-g.jpg,Combo,"Eggs, Meat & Fish",Fresh Chicken,https://www.bigbasket.com/pd/1215096/fresho-mutton-curry-cut-1kg-chicken-drumstick-500-g-combo/
Mutton - Curry Cut 500 g + Chicken Drumstick Without Skin 500 g,Fresho,1055.00,677.50,https://www.bigbasket.com/media/uploads/p/l/1221173_1-fresho-mutton-curry-cut-500-g-chicken-drumstick-without-skin-500-g.jpg,Combo,"Eggs, Meat & Fish",Fresh Mutton,https://www.bigbasket.com/pd/1221173/fresho-mutton-curry-cut-500-g-chicken-drumstick-without-skin-500-g-combo/
"BB Home Earth Ceramic Tea/Coffee/Milk Mug - Artistic Carved Design, Handcrafted, Blue",BB Home Earth,199.00,99.00,https://www.bigbasket.com/media/uploads/p/l/40235103_2-bb-home-earth-milk-mug-artistic-carved-purple.jpg,400 ml,"Kitchen, Garden & Pets","Cups, Mugs & Tumblers",https://www.bigbasket.com/pd/40235103/bb-home-earth-milk-mug-artistic-carved-purple-400-ml/
"Masala/Dryfruit Spice Plastic Box - BPA-Free, 7 Compartments, Pink",Asian,274.00,149.00,https://www.bigbasket.com/media/uploads/p/l/40225630_4-asian-masaladryfruit-spice-plastic-box-bpa-free-7-compartments-pink.jpg,2.25 L,"Kitchen, Garden & Pets",Containers Sets,https://www.bigbasket.com/pd/40225630/asian-masaladryfruit-spice-plastic-box-bpa-free-7-compartments-pink-225-l/
"Ceramic Storage Jar/Handi - Red Petal Design, Handcrafted, For Chutney, Pickle",BB Home Earth,349.00,249.00,https://www.bigbasket.com/media/uploads/p/l/40235141_2-bb-home-earth-storage-jar-with-comfortable-grip-handcrafted-red-petal-design.jpg,850 ml,"Kitchen, Garden & Pets",Containers Sets,https://www.bigbasket.com/pd/40235141/bb-home-earth-storage-jar-with-comfortable-grip-handcrafted-red-petal-design-850-ml/
"Catla Fish Large - Curry Cut/Bengali Cut With Head & Tail, Preservative Free, 6-8 pcs",Fresho,416.00,299.00,https://www.bigbasket.com/media/uploads/p/l/20000962_4-fresho-catla-fish-large-curry-cutbengali-cut-preservative-free.jpg,500 g,"Eggs, Meat & Fish",Fresh Water Fish,https://www.bigbasket.com/pd/20000962/fresho-catla-fish-large-curry-cutbengali-cut-preservative-free-500-g/
"Catla Fish - Large, Curry Cut/Bengali Cut With Head & Tail, Preservative Free, 12-14 pcs",Fresho,628.00,451.00,https://www.bigbasket.com/media/uploads/p/l/10000755_27-fresho-catla-fish-large-curry-cutbengali-cut-preservative-free-12-15-pcs.jpg,1 kg,"Eggs, Meat & Fish",Fresh Water Fish,https://www.bigbasket.com/pd/10000755/fresho-catla-fish-large-curry-cutbengali-cut-preservative-free-12-15-pcs-1-kg/
Cocoa Butter Intensive Body Lotion,Himalaya,560.00,362.12,https://www.bigbasket.com/media/uploads/p/l/1208537_4-himalaya-cocoa-butter-intensive-body-lotion.jpg,2x400 ml,Beauty & Hygiene,Body Care,https://www.bigbasket.com/pd/1208537/himalaya-cocoa-butter-intensive-body-lotion-2x400-ml/
"Intensive Body Lotion - Repairs Dry Skin, Cocoa Butter & Wheat Germ, Hydra-Nutri Balance",Himalaya,85.00,76.50,https://www.bigbasket.com/media/uploads/p/l/100014830_11-himalaya-cocoa-butter-intensive-body-lotion.jpg,100 ml,Beauty & Hygiene,Body Care,https://www.bigbasket.com/pd/100014830/himalaya-cocoa-butter-intensive-body-lotion-100-ml/
"Intensive Body Lotion - Repairs Dry Skin, Cocoa Butter & Wheat Germ, Hydra-Nutri Balance",Himalaya,160.00,124.00,https://www.bigbasket.com/media/uploads/p/l/40000412_10-himalaya-cocoa-butter-intensive-body-lotion.jpg,200 ml,Beauty & Hygiene,Body Care,https://www.bigbasket.com/pd/40000412/himalaya-cocoa-butter-intensive-body-lotion-200-ml/
"Intensive Body Lotion - Repairs Dry Skin, Cocoa Butter & Wheat Germ, Hydra-Nutri Balance",Himalaya,280.00,194.00,https://www.bigbasket.com/media/uploads/p/l/40000413_11-himalaya-cocoa-butter-intensive-body-lotion.jpg,400 ml,Beauty & Hygiene,Body Care,https://www.bigbasket.com/pd/40000413/himalaya-cocoa-butter-intensive-body-lotion-400-ml/
Cocoa Butter Intensive Body Lotion,Himalaya,840.00,543.18,https://www.bigbasket.com/media/uploads/p/l/1212190_1-himalaya-cocoa-butter-intensive-body-lotion.jpg,3x400 ml,Beauty & Hygiene,Body Care,https://www.bigbasket.com/pd/1212190/himalaya-cocoa-butter-intensive-body-lotion-3x400-ml/
"Ceramic Storage Jar/Handi - Classic Orange Design, Hand Painted, For Chutney, Pickle",BB Home Earth,299.00,199.00,https://www.bigbasket.com/media/uploads/p/l/40235139_2-bb-home-earth-storage-jar-hand-painted-classic-orange-design.jpg,700 ml,"Kitchen, Garden & Pets",Containers Sets,https://www.bigbasket.com/pd/40235139/bb-home-earth-storage-jar-hand-painted-classic-orange-design-700-ml/
Mint - Organically Grown,Fresho,16.85,12.97,https://www.bigbasket.com/media/uploads/p/l/50000531_6-fresho-mint-organically-grown.jpg,100 g,Fruits & Vegetables,Organic Vegetables,https://www.bigbasket.com/pd/50000531/fresho-mint-organically-grown-100-g/
Mint - Organically Grown,Fresho,168.49,129.74,https://www.bigbasket.com/media/uploads/p/l/40029981_3-fresho-mint-organically-grown.jpg,1 kg,Fruits & Vegetables,Organic Vegetables,https://www.bigbasket.com/pd/40029981/fresho-mint-organically-grown-1-kg/
Mutton - Curry Cut 500 g + Basa Fish Fillet 500 g,Fresho,1278.00,643.00,https://www.bigbasket.com/media/uploads/p/l/1221176_1-fresho-mutton-curry-cut-500-g-basa-fish-fillet-500-g.jpg,Combo,"Eggs, Meat & Fish",Fresh Mutton,https://www.bigbasket.com/pd/1221176/fresho-mutton-curry-cut-500-g-basa-fish-fillet-500-g-combo/
"Dark Fantasy - Yumfills, Rich Chocolate Pie Cake",Sunfeast,150.00,106.50,https://www.bigbasket.com/media/uploads/p/l/40110218_2-sunfeast-choco-pie-dark-fantasy-yumfills-pie.jpg,253 g,Snacks & Branded Foods,Cream Biscuits & Wafers,https://www.bigbasket.com/pd/40110218/sunfeast-choco-pie-dark-fantasy-yumfills-pie-253-g/
Nacho Chips - Sweet Chilli,Tasties,80.00,58.67,https://www.bigbasket.com/media/uploads/p/l/1212650_2-tasties-nacho-chips-sweet-chilli.jpg,2x60 g,Gourmet & World Food,Nachos & Chips,https://www.bigbasket.com/pd/1212650/tasties-nacho-chips-sweet-chilli-2x60-g/
Nacho Chips - Sweet Chilli,Tasties,40.00,32.00,https://www.bigbasket.com/media/uploads/p/l/40196819_4-tasties-nacho-chips-sweet-chilli.jpg,60 g,Gourmet & World Food,Nachos & Chips,https://www.bigbasket.com/pd/40196819/tasties-nacho-chips-sweet-chilli-60-g/
"100% Pure Honey, 250 g + Oats, 1 Kg",BB Royal,319.00,237.50,https://www.bigbasket.com/media/uploads/p/l/1214758_1-bb-royal-100-pure-honey-250-g-oats-1-kg.jpg,Combo,Snacks & Branded Foods,Honey,https://www.bigbasket.com/pd/1214758/bb-royal-100-pure-honey-250-g-oats-1-kg-combo/
Moisturising Aloe Vera Face Wash,Himalaya,140.00,101.00,https://www.bigbasket.com/media/uploads/p/l/40000408_3-himalaya-moisturising-aloe-vera-face-wash.jpg,100 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40000408/himalaya-moisturising-aloe-vera-face-wash-100-ml/
Moisturizing Aloe Vera Face Wash,Himalaya,235.00,192.70,https://www.bigbasket.com/media/uploads/p/l/40105936_7-himalaya-moisturizing-aloe-vera-face-wash.jpg,200 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40105936/himalaya-moisturizing-aloe-vera-face-wash-200-ml/
Moisturizing Aloe Vera Face Wash,Himalaya,470.00,359.69,https://www.bigbasket.com/media/uploads/p/l/1212021_1-himalaya-moisturizing-aloe-vera-face-wash.jpg,2x200 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/1212021/himalaya-moisturizing-aloe-vera-face-wash-2x200-ml/
Moisturizing Aloe Vera Face Wash,Himalaya,75.00,63.00,https://www.bigbasket.com/media/uploads/p/l/40000409_10-himalaya-moisturizing-aloe-vera-face-wash.jpg,50 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40000409/himalaya-moisturizing-aloe-vera-face-wash-50-ml/
"100% Pure Honey, 1 kg + Oats, 1 kg",BB Royal,649.00,422.51,https://www.bigbasket.com/media/uploads/p/l/1214177_1-bb-royal-100-pure-honey-1-kg-oats-1-kg.jpg,Combo,Snacks & Branded Foods,Honey,https://www.bigbasket.com/pd/1214177/bb-royal-100-pure-honey-1-kg-oats-1-kg-combo/
Baby Massage Oil,Himalaya Baby,200.00,144.00,https://www.bigbasket.com/media/uploads/p/l/20002830_1-himalaya-baby-baby-massage-oil.jpg,200 ml,Baby Care,Baby Oil & Shampoo,https://www.bigbasket.com/pd/20002830/himalaya-baby-baby-massage-oil-200-ml/
Baby Massage Oil,Himalaya Baby,425.00,310.50,https://www.bigbasket.com/media/uploads/p/l/40110175_3-himalaya-baby-baby-massage-oil.jpg,500 ml,Baby Care,Baby Oil & Shampoo,https://www.bigbasket.com/pd/40110175/himalaya-baby-baby-massage-oil-500-ml/
50% Less Calories Sugar/Sakkare,Sugarlite,99.00,50.00,https://www.bigbasket.com/media/uploads/p/l/40140650_6-sugarlite-50-less-calories-sugar.jpg,500 g,"Foodgrains, Oil & Masala",Sugar & Jaggery,https://www.bigbasket.com/pd/40140650/sugarlite-50-less-calories-sugar-500-g-pouch/
50% Less Calories Sugar,Sugarlite,198.00,65.00,https://www.bigbasket.com/media/uploads/p/l/1212739_1-sugarlite-50-less-calories-sugar.jpg,2x500 g,"Foodgrains, Oil & Masala",Sugar & Jaggery,https://www.bigbasket.com/pd/1212739/sugarlite-50-less-calories-sugar-2x500-g/
50% Less Calories Sugar,Sugarlite,30.00,30.00,https://www.bigbasket.com/media/uploads/p/l/40162647_4-sugarlite-50-less-calories-sugar.jpg,100 g,"Foodgrains, Oil & Masala",Sugarfree Sweeteners,https://www.bigbasket.com/pd/40162647/sugarlite-50-less-calories-sugar-100-g-pouch/
Deep Nourish Body Lotion,Parachute Advansed,670.00,317.30,https://www.bigbasket.com/media/uploads/p/l/1208528_5-parachute-advansed-deep-nourish-body-lotion.jpg,2x400 ml,Beauty & Hygiene,Body Care,https://www.bigbasket.com/pd/1208528/parachute-advansed-deep-nourish-body-lotion-2x400-ml/
"Deep Nourish Body Lotion - Intensively Moisturised Skin, Coconut Milk, 100% Natural Moisturisers",Parachute Advansed,335.00,167.00,https://www.bigbasket.com/media/uploads/p/l/307943_14-parachute-advansed-deep-nourish-body-lotion.jpg,400 ml,Beauty & Hygiene,Body Care,https://www.bigbasket.com/pd/307943/parachute-advansed-deep-nourish-body-lotion-400-ml/
Ginger Garlic Paste,Mother's Recipe ,145.00,100.00,https://www.bigbasket.com/media/uploads/p/l/40180387_3-mothers-recipe-ginger-garlic-paste.jpg,500 g,"Foodgrains, Oil & Masala",Cooking Pastes,https://www.bigbasket.com/pd/40180387/mothers-recipe-ginger-garlic-paste-500-g-0/
